"",temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
2326,28.7,64.6,14.5,24.2,0.0,2171-09-28,2,0.93,216.36,372.22,1
2327,28.7,64.6,14.5,24.2,0.0,2171-09-28,3,0.67,251.84,515.9,3
2328,28.7,64.6,14.5,24.2,0.0,2171-09-28,4,0.57,102.11,179.94,0
2329,28.7,64.6,14.5,24.2,0.0,2171-09-28,5,0.54,161.38,817.78,3
2430,22.4,70.5,6.2,12.6,0.0,2171-09-29,1,1.0,194.2,93.55,3
2431,22.4,70.5,6.2,12.6,0.0,2171-09-29,2,0.94,224.25,121.28,2
2432,22.4,70.5,6.2,12.6,0.0,2171-09-29,3,0.92,211.5,0.1,2
2433,22.4,70.5,6.2,12.6,0.0,2171-09-29,4,0.65,121.93,758.65,0
2434,22.4,70.5,6.2,12.6,0.0,2171-09-29,5,0.52,188.46,54.67,0
2645,24.0,55.6,6.9,14.1,0.0,2171-09-30,1,0.65,188.6,89.18,3
2646,24.0,55.6,6.9,14.1,0.0,2171-09-30,2,0.72,217.03,774.39,1
2647,24.0,55.6,6.9,14.1,0.0,2171-09-30,3,0.67,204.34,377.19,2
2648,24.0,55.6,6.9,14.1,0.0,2171-09-30,4,0.43,122.77,217.97,0
2649,24.0,55.6,6.9,14.1,0.0,2171-09-30,5,0.58,120.14,175.72,3
15,27.0,53.8,7.3,12.0,0.0,2171-10-01,1,0.5,220.17,588.71,3
16,27.0,53.8,7.3,12.0,0.0,2171-10-01,2,0.55,150.44,744.12,0
17,27.0,53.8,7.3,12.0,0.0,2171-10-01,3,0.55,210.08,720.42,3
18,27.0,53.8,7.3,12.0,0.0,2171-10-01,4,0.54,153.52,118.84,0
19,27.0,53.8,7.3,12.0,0.0,2171-10-01,5,0.34,148.62,866.04,0
1225,25.1,56.9,3.8,5.3,0.0,2171-10-02,1,0.98,161.78,148.2,3
1226,25.1,56.9,3.8,5.3,0.0,2171-10-02,2,0.9,155.87,287.63,0
1227,25.1,56.9,3.8,5.3,0.0,2171-10-02,3,0.87,189.53,24.25,3
1228,25.1,56.9,3.8,5.3,0.0,2171-10-02,4,0.53,135.81,100.39,0
1229,25.1,56.9,3.8,5.3,0.0,2171-10-02,5,0.31,106.53,25.95,0
2450,21.8,67.2,3.0,2.5,0.0,2171-10-03,1,0.78,247.26,84.57,2
2451,21.8,67.2,3.0,2.5,0.0,2171-10-03,2,0.6,206.44,361.37,3
2452,21.8,67.2,3.0,2.5,0.0,2171-10-03,3,0.97,222.37,671.98,3
2453,21.8,67.2,3.0,2.5,0.0,2171-10-03,4,0.35,176.69,599.51,0
2454,21.8,67.2,3.0,2.5,0.0,2171-10-03,5,0.43,104.59,415.97,0
2730,26.1,61.7,3.0,3.3,0.0,2171-10-04,1,0.72,194.83,360.59,3
2731,26.1,61.7,3.0,3.3,0.0,2171-10-04,2,0.54,284.35,38.49,0
2732,26.1,61.7,3.0,3.3,0.0,2171-10-04,3,0.76,186.9,682.17,3
2733,26.1,61.7,3.0,3.3,0.0,2171-10-04,4,0.37,174.84,333.93,0
2734,26.1,61.7,3.0,3.3,0.0,2171-10-04,5,0.52,120.71,826.51,0
2840,29.5,58.7,4.6,14.2,0.0,2171-10-05,1,0.99,268.08,253.4,2
2841,29.5,58.7,4.6,14.2,0.0,2171-10-05,2,0.92,207.56,913.48,1
2842,29.5,58.7,4.6,14.2,0.0,2171-10-05,3,0.5,267.39,508.71,3
2843,29.5,58.7,4.6,14.2,0.0,2171-10-05,4,0.61,191.68,486.6,0
2844,29.5,58.7,4.6,14.2,0.0,2171-10-05,5,0.34,195.17,774.97,3
2950,22.3,65.9,4.3,6.9,0.0,2171-10-06,1,0.53,260.34,681.31,3
2951,22.3,65.9,4.3,6.9,0.0,2171-10-06,2,0.51,166.37,730.05,0
2952,22.3,65.9,4.3,6.9,0.0,2171-10-06,3,0.57,215.55,722.59,3
2953,22.3,65.9,4.3,6.9,0.0,2171-10-06,4,0.36,197.23,734.06,0
2954,22.3,65.9,4.3,6.9,0.0,2171-10-06,5,0.64,180.1,722.49,0
3065,24.0,67.5,4.1,8.9,0.0,2171-10-07,1,0.95,299.57,259.61,3
3066,24.0,67.5,4.1,8.9,0.0,2171-10-07,2,0.94,213.66,319.55,3
3067,24.0,67.5,4.1,8.9,0.0,2171-10-07,3,0.55,193.17,87.75,3
3068,24.0,67.5,4.1,8.9,0.0,2171-10-07,4,0.64,184.62,941.71,0
3069,24.0,67.5,4.1,8.9,0.0,2171-10-07,5,0.55,145.81,869.99,0
3180,28.2,73.7,4.2,5.5,0.0,2171-10-08,1,0.64,282.83,417.06,3
3181,28.2,73.7,4.2,5.5,0.0,2171-10-08,2,0.5,287.02,895.22,0
3182,28.2,73.7,4.2,5.5,0.0,2171-10-08,3,0.5,250.0,29.11,3
3183,28.2,73.7,4.2,5.5,0.0,2171-10-08,4,0.69,125.17,525.05,3
3184,28.2,73.7,4.2,5.5,0.0,2171-10-08,5,0.68,121.81,657.44,0
3295,27.7,60.3,4.6,8.9,0.0,2171-10-09,1,0.52,206.14,306.58,3
3296,27.7,60.3,4.6,8.9,0.0,2171-10-09,2,0.99,299.82,446.73,2
3297,27.7,60.3,4.6,8.9,0.0,2171-10-09,3,0.7,218.64,453.35,2
3298,27.7,60.3,4.6,8.9,0.0,2171-10-09,4,0.38,141.58,726.87,3
3299,27.7,60.3,4.6,8.9,0.0,2171-10-09,5,0.58,167.76,538.85,0
130,26.9,67.8,4.4,11.4,0.0,2171-10-10,1,0.56,219.88,746.49,3
131,26.9,67.8,4.4,11.4,0.0,2171-10-10,2,0.7,226.45,794.82,1
132,26.9,67.8,4.4,11.4,0.0,2171-10-10,3,0.88,172.46,174.69,3
133,26.9,67.8,4.4,11.4,0.0,2171-10-10,4,0.64,119.7,298.1,0
134,26.9,67.8,4.4,11.4,0.0,2171-10-10,5,0.35,113.01,597.67,0
240,25.6,64.2,2.9,3.2,0.0,2171-10-11,1,0.69,220.32,521.71,2
241,25.6,64.2,2.9,3.2,0.0,2171-10-11,2,0.76,164.16,940.24,3
242,25.6,64.2,2.9,3.2,0.0,2171-10-11,3,0.63,193.93,7.67,3
243,25.6,64.2,2.9,3.2,0.0,2171-10-11,4,0.5,170.47,386.41,3
244,25.6,64.2,2.9,3.2,0.0,2171-10-11,5,0.31,130.94,872.78,0
345,23.9,60.9,3.6,4.3,0.0,2171-10-12,1,0.81,168.98,31.8,3
346,23.9,60.9,3.6,4.3,0.0,2171-10-12,2,0.83,274.37,607.44,1
347,23.9,60.9,3.6,4.3,0.0,2171-10-12,3,0.7,252.55,402.71,3
348,23.9,60.9,3.6,4.3,0.0,2171-10-12,4,0.46,119.82,644.67,0
349,23.9,60.9,3.6,4.3,0.0,2171-10-12,5,0.5,129.0,806.57,0
455,25.9,60.5,4.5,7.3,0.0,2171-10-13,1,0.67,193.53,763.36,3
456,25.9,60.5,4.5,7.3,0.0,2171-10-13,2,0.64,231.25,370.48,2
457,25.9,60.5,4.5,7.3,0.0,2171-10-13,3,0.86,274.7,124.44,2
458,25.9,60.5,4.5,7.3,0.0,2171-10-13,4,0.68,187.98,115.16,0
459,25.9,60.5,4.5,7.3,0.0,2171-10-13,5,0.69,199.84,995.13,3
565,26.6,65.6,8.3,13.3,0.0,2171-10-14,1,0.87,207.63,367.02,2
566,26.6,65.6,8.3,13.3,0.0,2171-10-14,2,0.55,260.67,276.05,0
567,26.6,65.6,8.3,13.3,0.0,2171-10-14,3,0.52,165.24,325.21,3
568,26.6,65.6,8.3,13.3,0.0,2171-10-14,4,0.45,129.55,878.95,3
569,26.6,65.6,8.3,13.3,0.0,2171-10-14,5,0.41,155.64,564.53,0
675,23.5,68.4,4.4,7.5,0.0,2171-10-15,1,0.75,153.06,27.79,3
676,23.5,68.4,4.4,7.5,0.0,2171-10-15,2,0.75,241.63,70.27,1
677,23.5,68.4,4.4,7.5,0.0,2171-10-15,3,0.79,201.55,61.65,3
678,23.5,68.4,4.4,7.5,0.0,2171-10-15,4,0.48,146.56,308.88,3
679,23.5,68.4,4.4,7.5,0.0,2171-10-15,5,0.67,158.27,628.59,0
780,26.4,56.3,5.9,19.7,0.0,2171-10-16,1,0.94,299.12,596.1,2
781,26.4,56.3,5.9,19.7,0.0,2171-10-16,2,0.86,155.05,54.93,0
782,26.4,56.3,5.9,19.7,0.0,2171-10-16,3,0.88,204.27,743.52,2
783,26.4,56.3,5.9,19.7,0.0,2171-10-16,4,0.66,149.37,647.76,0
784,26.4,56.3,5.9,19.7,0.0,2171-10-16,5,0.6,103.59,273.68,0
890,14.0,55.1,5.5,14.0,0.0,2171-10-17,1,0.66,264.79,705.25,2
891,14.0,55.1,5.5,14.0,0.0,2171-10-17,2,0.59,214.82,881.06,0
892,14.0,55.1,5.5,14.0,0.0,2171-10-17,3,0.82,297.83,42.27,2
893,14.0,55.1,5.5,14.0,0.0,2171-10-17,4,0.38,177.69,503.26,0
894,14.0,55.1,5.5,14.0,0.0,2171-10-17,5,0.45,118.06,97.52,3
1005,31.2,55.1,5.6,17.6,0.0,2171-10-18,1,0.91,259.28,531.08,2
1006,31.2,55.1,5.6,17.6,0.0,2171-10-18,2,0.91,287.94,696.92,3
1007,31.2,55.1,5.6,17.6,0.0,2171-10-18,3,0.76,196.63,10.03,3
1008,31.2,55.1,5.6,17.6,0.0,2171-10-18,4,0.57,162.45,603.15,3
1009,31.2,55.1,5.6,17.6,0.0,2171-10-18,5,0.33,176.01,117.39,0
1330,26.6,57.8,3.9,14.0,0.0,2171-10-20,1,0.74,285.43,292.65,2
1331,26.6,57.8,3.9,14.0,0.0,2171-10-20,2,0.78,238.66,94.75,3
1332,26.6,57.8,3.9,14.0,0.0,2171-10-20,3,0.97,299.04,629.21,3
1333,26.6,57.8,3.9,14.0,0.0,2171-10-20,4,0.57,117.02,2.26,0
1334,26.6,57.8,3.9,14.0,0.0,2171-10-20,5,0.43,129.6,278.29,0
1440,-14.8,17.6,3.3,3.1,0.0,2171-10-21,1,0.69,241.03,16.02,2
1441,-14.8,17.6,3.3,3.1,0.0,2171-10-21,2,0.68,155.95,346.39,0
1442,-14.8,17.6,3.3,3.1,0.0,2171-10-21,3,0.99,168.55,80.74,3
1443,-14.8,17.6,3.3,3.1,0.0,2171-10-21,4,0.31,149.91,754.25,0
1444,-14.8,17.6,3.3,3.1,0.0,2171-10-21,5,0.39,182.24,776.49,0
1550,19.9,51.7,4.6,8.4,0.0,2171-10-22,1,0.57,219.01,198.32,3
1551,19.9,51.7,4.6,8.4,0.0,2171-10-22,2,0.82,187.6,755.37,3
1552,19.9,51.7,4.6,8.4,0.0,2171-10-22,3,0.76,241.55,222.44,2
1553,19.9,51.7,4.6,8.4,0.0,2171-10-22,4,0.32,146.33,542.56,0
1554,19.9,51.7,4.6,8.4,0.0,2171-10-22,5,0.5,100.51,258.84,0
1660,30.1,43.6,4.1,12.7,0.0,2171-10-23,1,0.81,267.99,385.42,2
1661,30.1,43.6,4.1,12.7,0.0,2171-10-23,2,0.57,226.74,971.21,3
1662,30.1,43.6,4.1,12.7,0.0,2171-10-23,3,0.99,160.79,435.51,3
1663,30.1,43.6,4.1,12.7,0.0,2171-10-23,4,0.4,181.72,604.61,0
1664,30.1,43.6,4.1,12.7,0.0,2171-10-23,5,0.32,139.29,689.05,0
1775,27.1,57.6,3.3,4.0,0.0,2171-10-24,1,0.67,195.41,421.0,3
1776,27.1,57.6,3.3,4.0,0.0,2171-10-24,2,0.86,269.19,894.23,3
1777,27.1,57.6,3.3,4.0,0.0,2171-10-24,3,0.81,193.91,173.15,3
1778,27.1,57.6,3.3,4.0,0.0,2171-10-24,4,0.53,151.7,521.82,0
1779,27.1,57.6,3.3,4.0,0.0,2171-10-24,5,0.55,150.41,575.6,0
1890,27.4,59.3,4.1,12.4,0.0,2171-10-25,1,0.73,181.64,631.18,3
1891,27.4,59.3,4.1,12.4,0.0,2171-10-25,2,0.93,221.61,42.45,1
1892,27.4,59.3,4.1,12.4,0.0,2171-10-25,3,0.79,162.63,565.53,3
1893,27.4,59.3,4.1,12.4,0.0,2171-10-25,4,0.68,123.05,996.07,3
1894,27.4,59.3,4.1,12.4,0.0,2171-10-25,5,0.32,194.71,958.51,0
2005,28.3,71.5,3.5,6.9,0.0,2171-10-26,1,0.79,280.77,517.05,2
2006,28.3,71.5,3.5,6.9,0.0,2171-10-26,2,0.93,252.98,78.42,1
2007,28.3,71.5,3.5,6.9,0.0,2171-10-26,3,0.62,295.87,674.3,2
2008,28.3,71.5,3.5,6.9,0.0,2171-10-26,4,0.37,109.51,366.16,0
2009,28.3,71.5,3.5,6.9,0.0,2171-10-26,5,0.48,171.25,768.54,0
2120,26.8,72.0,5.5,17.7,0.0,2171-10-27,1,0.9,220.66,763.2,3
2121,26.8,72.0,5.5,17.7,0.0,2171-10-27,2,0.7,198.94,697.07,0
2122,26.8,72.0,5.5,17.7,0.0,2171-10-27,3,0.71,257.42,542.22,2
2123,26.8,72.0,5.5,17.7,0.0,2171-10-27,4,0.36,169.41,593.02,0
2124,26.8,72.0,5.5,17.7,0.0,2171-10-27,5,0.34,191.97,164.9,0
2230,29.4,64.5,5.6,18.7,0.0,2171-10-28,1,0.53,257.27,14.15,3
2231,29.4,64.5,5.6,18.7,0.0,2171-10-28,2,0.82,247.64,152.44,1
2232,29.4,64.5,5.6,18.7,0.0,2171-10-28,3,0.97,264.91,321.88,3
2233,29.4,64.5,5.6,18.7,0.0,2171-10-28,4,0.37,161.75,316.5,0
2234,29.4,64.5,5.6,18.7,0.0,2171-10-28,5,0.41,147.4,104.86,0
2345,29.3,63.9,6.6,20.6,0.0,2171-10-29,1,0.92,253.86,195.21,2
2346,29.3,63.9,6.6,20.6,0.0,2171-10-29,2,0.52,221.21,477.61,0
2347,29.3,63.9,6.6,20.6,0.0,2171-10-29,3,0.82,167.11,503.01,3
2348,29.3,63.9,6.6,20.6,0.0,2171-10-29,4,0.54,112.87,501.86,0
2349,29.3,63.9,6.6,20.6,0.0,2171-10-29,5,0.56,172.14,54.81,0
2565,25.4,52.7,4.8,11.8,0.0,2171-10-30,1,0.85,275.2,697.89,2
2566,25.4,52.7,4.8,11.8,0.0,2171-10-30,2,0.94,160.64,242.73,0
2567,25.4,52.7,4.8,11.8,0.0,2171-10-30,3,0.98,251.63,640.26,3
2568,25.4,52.7,4.8,11.8,0.0,2171-10-30,4,0.6,194.49,348.26,3
2569,25.4,52.7,4.8,11.8,0.0,2171-10-30,5,0.4,167.95,564.35,3
2665,26.1,50.4,3.9,10.9,0.0,2171-10-31,1,0.94,289.25,756.36,3
2666,26.1,50.4,3.9,10.9,0.0,2171-10-31,2,0.72,236.29,946.66,1
2667,26.1,50.4,3.9,10.9,0.0,2171-10-31,3,0.83,250.4,497.98,2
2668,26.1,50.4,3.9,10.9,0.0,2171-10-31,4,0.35,141.61,839.07,0
2669,26.1,50.4,3.9,10.9,0.0,2171-10-31,5,0.39,189.24,142.33,0
25,26.1,58.8,4.6,6.0,0.0,2171-11-01,1,0.69,257.71,553.35,2
26,26.1,58.8,4.6,6.0,0.0,2171-11-01,2,0.85,230.16,672.8,2
27,26.1,58.8,4.6,6.0,0.0,2171-11-01,3,0.71,216.28,663.13,2
28,26.1,58.8,4.6,6.0,0.0,2171-11-01,4,0.41,101.68,380.26,3
29,26.1,58.8,4.6,6.0,0.0,2171-11-01,5,0.54,127.68,501.04,3
2460,19.9,72.0,8.3,14.6,0.0,2171-11-03,1,0.54,170.13,612.85,3
2461,19.9,72.0,8.3,14.6,0.0,2171-11-03,2,0.75,280.58,495.43,1
2462,19.9,72.0,8.3,14.6,0.0,2171-11-03,3,0.75,264.95,500.37,2
2463,19.9,72.0,8.3,14.6,0.0,2171-11-03,4,0.66,137.81,391.63,0
2464,19.9,72.0,8.3,14.6,0.0,2171-11-03,5,0.46,172.08,986.13,3
2740,16.9,59.6,15.5,24.5,0.0,2171-11-04,1,0.64,172.91,387.03,3
2741,16.9,59.6,15.5,24.5,0.0,2171-11-04,2,0.74,219.34,42.11,1
2742,16.9,59.6,15.5,24.5,0.0,2171-11-04,3,0.62,232.71,535.37,2
2743,16.9,59.6,15.5,24.5,0.0,2171-11-04,4,0.59,101.35,689.62,0
2744,16.9,59.6,15.5,24.5,0.0,2171-11-04,5,0.43,152.93,106.26,0
2850,13.9,68.3,3.9,5.5,0.0,2171-11-05,1,0.71,156.33,34.06,3
2851,13.9,68.3,3.9,5.5,0.0,2171-11-05,2,0.74,194.61,61.4,3
2852,13.9,68.3,3.9,5.5,0.0,2171-11-05,3,0.79,203.38,761.94,2
2853,13.9,68.3,3.9,5.5,0.0,2171-11-05,4,0.57,120.12,617.3,0
2854,13.9,68.3,3.9,5.5,0.0,2171-11-05,5,0.51,169.15,636.9,3
2960,16.7,54.0,4.5,5.9,0.0,2171-11-06,1,0.74,299.04,550.09,2
2961,16.7,54.0,4.5,5.9,0.0,2171-11-06,2,0.63,157.55,87.25,0
2962,16.7,54.0,4.5,5.9,0.0,2171-11-06,3,0.64,213.61,318.45,2
2963,16.7,54.0,4.5,5.9,0.0,2171-11-06,4,0.68,162.06,792.57,0
2964,16.7,54.0,4.5,5.9,0.0,2171-11-06,5,0.61,116.01,543.39,3
3075,21.9,64.7,4.6,9.1,0.0,2171-11-07,1,0.85,174.0,494.07,3
3076,21.9,64.7,4.6,9.1,0.0,2171-11-07,2,0.96,176.87,559.12,3
3077,21.9,64.7,4.6,9.1,0.0,2171-11-07,3,0.94,273.41,420.77,2
3078,21.9,64.7,4.6,9.1,0.0,2171-11-07,4,0.36,105.27,11.55,3
3079,21.9,64.7,4.6,9.1,0.0,2171-11-07,5,0.31,167.69,584.47,0
3190,21.2,71.7,4.3,10.2,0.0,2171-11-08,1,0.74,259.54,45.38,3
3191,21.2,71.7,4.3,10.2,0.0,2171-11-08,2,0.53,296.21,489.12,0
3192,21.2,71.7,4.3,10.2,0.0,2171-11-08,3,0.57,169.31,308.49,3
3193,21.2,71.7,4.3,10.2,0.0,2171-11-08,4,0.54,180.87,402.33,0
3194,21.2,71.7,4.3,10.2,0.0,2171-11-08,5,0.33,195.01,826.21,3
3305,19.4,80.1,2.7,2.8,0.0,2171-11-09,1,0.92,274.74,276.24,3
3306,19.4,80.1,2.7,2.8,0.0,2171-11-09,2,0.84,296.05,676.06,1
3307,19.4,80.1,2.7,2.8,0.0,2171-11-09,3,0.8,232.72,580.33,3
3308,19.4,80.1,2.7,2.8,0.0,2171-11-09,4,0.48,106.98,297.6,0
3309,19.4,80.1,2.7,2.8,0.0,2171-11-09,5,0.61,100.08,193.2,3
140,20.6,64.3,3.1,2.4,0.0,2171-11-10,1,0.89,240.61,685.55,2
141,20.6,64.3,3.1,2.4,0.0,2171-11-10,2,0.53,299.06,504.99,3
142,20.6,64.3,3.1,2.4,0.0,2171-11-10,3,0.76,165.75,163.66,3
143,20.6,64.3,3.1,2.4,0.0,2171-11-10,4,0.5,108.47,695.67,0
144,20.6,64.3,3.1,2.4,0.0,2171-11-10,5,0.43,164.19,21.97,0
250,25.8,67.0,6.3,20.7,0.0,2171-11-11,1,0.58,248.55,524.68,3
251,25.8,67.0,6.3,20.7,0.0,2171-11-11,2,0.71,290.04,305.56,1
252,25.8,67.0,6.3,20.7,0.0,2171-11-11,3,0.76,161.52,671.2,3
253,25.8,67.0,6.3,20.7,0.0,2171-11-11,4,0.42,198.8,661.41,0
254,25.8,67.0,6.3,20.7,0.0,2171-11-11,5,0.64,155.56,859.15,0
355,23.0,63.2,5.6,16.7,0.0,2171-11-12,1,0.88,177.19,10.03,3
356,23.0,63.2,5.6,16.7,0.0,2171-11-12,2,0.67,160.82,560.96,0
357,23.0,63.2,5.6,16.7,0.0,2171-11-12,3,0.84,209.38,559.17,2
358,23.0,63.2,5.6,16.7,0.0,2171-11-12,4,0.45,155.99,522.95,0
359,23.0,63.2,5.6,16.7,0.0,2171-11-12,5,0.59,129.35,799.42,0
465,22.8,58.7,3.8,8.0,0.0,2171-11-13,1,0.86,185.15,304.24,3
466,22.8,58.7,3.8,8.0,0.0,2171-11-13,2,0.58,176.92,615.74,0
467,22.8,58.7,3.8,8.0,0.0,2171-11-13,3,0.67,253.85,135.87,3
468,22.8,58.7,3.8,8.0,0.0,2171-11-13,4,0.55,111.13,751.22,3
469,22.8,58.7,3.8,8.0,0.0,2171-11-13,5,0.64,128.76,120.31,0
575,22.1,71.1,5.1,9.1,0.0,2171-11-14,1,0.52,175.8,765.19,3
576,22.1,71.1,5.1,9.1,0.0,2171-11-14,2,0.92,273.9,305.48,1
577,22.1,71.1,5.1,9.1,0.0,2171-11-14,3,0.76,225.79,125.42,3
578,22.1,71.1,5.1,9.1,0.0,2171-11-14,4,0.3,194.8,832.45,0
579,22.1,71.1,5.1,9.1,0.0,2171-11-14,5,0.44,127.83,861.76,0
685,22.8,60.8,4.9,10.2,0.0,2171-11-15,1,1.0,197.36,676.9,3
686,22.8,60.8,4.9,10.2,0.0,2171-11-15,2,0.97,210.57,408.38,3
687,22.8,60.8,4.9,10.2,0.0,2171-11-15,3,0.99,154.51,691.22,3
688,22.8,60.8,4.9,10.2,0.0,2171-11-15,4,0.69,134.1,771.47,0
689,22.8,60.8,4.9,10.2,0.0,2171-11-15,5,0.46,133.14,116.25,3
790,19.0,58.1,3.4,6.5,0.0,2171-11-16,1,0.84,176.12,395.12,3
791,19.0,58.1,3.4,6.5,0.0,2171-11-16,2,0.99,263.49,137.38,1
792,19.0,58.1,3.4,6.5,0.0,2171-11-16,3,0.98,151.75,716.27,3
793,19.0,58.1,3.4,6.5,0.0,2171-11-16,4,0.67,144.62,426.03,0
794,19.0,58.1,3.4,6.5,0.0,2171-11-16,5,0.45,113.55,593.25,0
900,22.6,75.4,8.4,13.2,0.0,2171-11-17,1,1.0,187.42,751.89,3
901,22.6,75.4,8.4,13.2,0.0,2171-11-17,2,0.64,151.65,776.18,0
902,22.6,75.4,8.4,13.2,0.0,2171-11-17,3,0.81,294.61,614.86,2
903,22.6,75.4,8.4,13.2,0.0,2171-11-17,4,0.45,127.65,901.43,0
904,22.6,75.4,8.4,13.2,0.0,2171-11-17,5,0.65,157.05,405.23,0
1120,15.3,70.3,8.3,15.1,0.0,2171-11-19,1,0.65,268.99,654.4,3
1121,15.3,70.3,8.3,15.1,0.0,2171-11-19,2,0.7,176.87,240.42,0
1122,15.3,70.3,8.3,15.1,0.0,2171-11-19,3,0.72,258.79,623.55,3
1123,15.3,70.3,8.3,15.1,0.0,2171-11-19,4,0.34,122.55,855.17,3
1124,15.3,70.3,8.3,15.1,0.0,2171-11-19,5,0.55,174.74,154.15,3
1335,11.4,71.4,5.6,8.7,0.0,2171-11-20,1,0.71,190.79,638.83,3
1336,11.4,71.4,5.6,8.7,0.0,2171-11-20,2,0.89,165.09,10.97,3
1337,11.4,71.4,5.6,8.7,0.0,2171-11-20,3,0.5,243.06,62.04,3
1338,11.4,71.4,5.6,8.7,0.0,2171-11-20,4,0.5,150.57,794.18,0
1339,11.4,71.4,5.6,8.7,0.0,2171-11-20,5,0.46,120.68,951.08,3
1450,17.0,76.5,7.1,15.5,0.0,2171-11-21,1,0.61,161.3,297.37,3
1451,17.0,76.5,7.1,15.5,0.0,2171-11-21,2,0.72,199.42,580.47,0
1452,17.0,76.5,7.1,15.5,0.0,2171-11-21,3,0.85,278.35,671.38,2
1453,17.0,76.5,7.1,15.5,0.0,2171-11-21,4,0.32,192.44,532.6,3
1454,17.0,76.5,7.1,15.5,0.0,2171-11-21,5,0.54,185.5,998.05,0
1560,15.9,77.9,7.7,16.2,0.0,2171-11-22,1,0.68,200.68,623.23,2
1561,15.9,77.9,7.7,16.2,0.0,2171-11-22,2,0.73,265.75,438.27,1
1562,15.9,77.9,7.7,16.2,0.0,2171-11-22,3,0.91,264.5,416.95,2
1563,15.9,77.9,7.7,16.2,0.0,2171-11-22,4,0.52,196.12,490.24,0
1564,15.9,77.9,7.7,16.2,0.0,2171-11-22,5,0.37,156.32,190.88,0
1670,17.6,70.7,7.1,12.3,0.0,2171-11-23,1,0.9,283.56,298.8,2
1671,17.6,70.7,7.1,12.3,0.0,2171-11-23,2,0.73,204.22,866.8,1
1672,17.6,70.7,7.1,12.3,0.0,2171-11-23,3,0.56,183.67,138.75,3
1673,17.6,70.7,7.1,12.3,0.0,2171-11-23,4,0.58,176.22,879.65,0
1674,17.6,70.7,7.1,12.3,0.0,2171-11-23,5,0.37,127.39,97.6,0
1785,17.8,75.4,3.2,4.2,0.0,2171-11-24,1,1.0,152.87,504.33,3
1786,17.8,75.4,3.2,4.2,0.0,2171-11-24,2,0.68,170.25,928.15,0
1787,17.8,75.4,3.2,4.2,0.0,2171-11-24,3,0.77,253.62,620.82,3
1788,17.8,75.4,3.2,4.2,0.0,2171-11-24,4,0.43,107.54,837.0,0
1789,17.8,75.4,3.2,4.2,0.0,2171-11-24,5,0.34,156.02,529.01,3
1900,15.7,65.1,7.9,14.3,0.0,2171-11-25,1,0.93,267.47,128.61,2
1901,15.7,65.1,7.9,14.3,0.0,2171-11-25,2,0.7,178.59,572.98,0
1902,15.7,65.1,7.9,14.3,0.0,2171-11-25,3,0.9,255.85,612.09,2
1903,15.7,65.1,7.9,14.3,0.0,2171-11-25,4,0.69,156.77,517.03,0
1904,15.7,65.1,7.9,14.3,0.0,2171-11-25,5,0.33,132.44,1.21,0
2015,14.2,80.0,2.8,1.4,0.0,2171-11-26,1,0.82,274.81,303.16,2
2016,14.2,80.0,2.8,1.4,0.0,2171-11-26,2,0.88,213.48,203.78,2
2017,14.2,80.0,2.8,1.4,0.0,2171-11-26,3,0.8,165.82,179.82,3
2018,14.2,80.0,2.8,1.4,0.0,2171-11-26,4,0.58,141.56,427.65,0
2019,14.2,80.0,2.8,1.4,0.0,2171-11-26,5,0.44,159.85,931.39,0
2130,12.3,68.9,4.7,11.4,0.0,2171-11-27,1,0.95,172.4,518.96,3
2131,12.3,68.9,4.7,11.4,0.0,2171-11-27,2,0.53,259.63,181.61,3
2132,12.3,68.9,4.7,11.4,0.0,2171-11-27,3,0.94,239.0,642.77,2
2133,12.3,68.9,4.7,11.4,0.0,2171-11-27,4,0.44,122.29,578.84,0
2134,12.3,68.9,4.7,11.4,0.0,2171-11-27,5,0.61,194.24,669.58,0
2240,14.0,62.0,9.5,17.2,0.0,2171-11-28,1,0.57,168.88,10.02,3
2241,14.0,62.0,9.5,17.2,0.0,2171-11-28,2,0.53,195.25,64.17,3
2242,14.0,62.0,9.5,17.2,0.0,2171-11-28,3,0.86,224.07,441.35,2
2243,14.0,62.0,9.5,17.2,0.0,2171-11-28,4,0.43,148.2,377.1,0
2244,14.0,62.0,9.5,17.2,0.0,2171-11-28,5,0.66,195.7,663.69,0
2355,17.3,67.5,4.1,6.4,0.0,2171-11-29,1,0.71,210.06,4.33,2
2356,17.3,67.5,4.1,6.4,0.0,2171-11-29,2,0.79,252.57,265.5,2
2357,17.3,67.5,4.1,6.4,0.0,2171-11-29,3,0.78,200.13,746.21,3
2358,17.3,67.5,4.1,6.4,0.0,2171-11-29,4,0.62,128.88,958.42,0
2359,17.3,67.5,4.1,6.4,0.0,2171-11-29,5,0.36,110.23,271.21,3
2575,12.3,70.4,3.0,3.3,0.0,2171-11-30,1,0.76,210.96,145.31,2
2576,12.3,70.4,3.0,3.3,0.0,2171-11-30,2,0.58,200.5,294.54,0
2577,12.3,70.4,3.0,3.3,0.0,2171-11-30,3,0.56,261.93,433.07,3
2578,12.3,70.4,3.0,3.3,0.0,2171-11-30,4,0.44,151.99,619.87,0
2579,12.3,70.4,3.0,3.3,0.0,2171-11-30,5,0.63,174.41,392.6,3
